"StateFIPS","State","Year","Value","Data Comment","Number of CWS",,"Concentration"
"19","Iowa","2009","1%","","11",,"Concentration: (>10)"
"19","Iowa","2009","49%","","447",,"Concentration: (not-detected)"
"19","Iowa","2010","51%","","458",,"Concentration: (0-<=10)"
"19","Iowa","2010","1%","","8",,"Concentration: (>10)"
"19","Iowa","2010","48%","","432",,"Concentration: (not-detected)"
"19","Iowa","2011","50%","","448",,"Concentration: (0-<=10)"
"19","Iowa","2011","1%","","13",,"Concentration: (>10)"
"19","Iowa","2011","48%","","434",,"Concentration: (not-detected)"
"19","Iowa","2012","52%","","454",,"Concentration: (0-<=10)"
"19","Iowa","2012","1%","","6",,"Concentration: (>10)"
"19","Iowa","2012","48%","","418",,"Concentration: (not-detected)"
"19","Iowa","2013","43%","","375",,"Concentration: (0-<=10)"
"19","Iowa","2013","1%","","11",,"Concentration: (>10)"
"19","Iowa","2013","56%","","490",,"Concentration: (not-detected)"
"19","Iowa","2014","43%","","373",,"Concentration: (0-<=10)"
"19","Iowa","2014","1%","","6",,"Concentration: (>10)"
"19","Iowa","2014","56%","","486",,"Concentration: (not-detected)"
"19","Iowa","2015","43%","","370",,"Concentration: (0-<=10)"
"19","Iowa","2015","0%","","4",,"Concentration: (>10)"
"19","Iowa","2015","56%","","484",,"Concentration: (not-detected)"
"19","Iowa","2016","47%","","400",,"Concentration: (0-<=10)"
"19","Iowa","2016","1%","","5",,"Concentration: (>10)"
"19","Iowa","2016","53%","","448",,"Concentration: (not-detected)"
"19","Iowa","2017","52%","","434",,"Concentration: (0-<=10)"
"19","Iowa","2017","0%","","1",,"Concentration: (>10)"
"19","Iowa","2017","48%","","404",,"Concentration: (not-detected)"
"19","Iowa","2018","51%","","424",,"Concentration: (0-<=10)"
"19","Iowa","2018","0%","","3",,"Concentration: (>10)"
"19","Iowa","2018","49%","","403",,"Concentration: (not-detected)"
"19","Iowa","2019","53%","","445",,"Concentration: (0-<=10)"
"19","Iowa","2019","0%","","3",,"Concentration: (>10)"
"19","Iowa","2019","46%","","387",,"Concentration: (not-detected)"
"19","Iowa","2020","56%","","463",,"Concentration: (0-<=10)"
"19","Iowa","2020","0%","","2",,"Concentration: (>10)"
"19","Iowa","2020","44%","","358",,"Concentration: (not-detected)"
"19","Iowa","2021","58%","","473",,"Concentration: (0-<=10)"
"19","Iowa","2021","0%","","2",,"Concentration: (>10)"
"19","Iowa","2021","41%","","334",,"Concentration: (not-detected)"
"19","Iowa","2022","56%","","445",,"Concentration: (0-<=10)"
"19","Iowa","2022","0%","","3",,"Concentration: (>10)"
"19","Iowa","2022","44%","","352",,"Concentration: (not-detected)"
"19","Iowa","2023","53%","","420",,"Concentration: (0-<=10)"
"19","Iowa","2023","0%","","3",,"Concentration: (>10)"
"19","Iowa","2023","47%","","371",,"Concentration: (not-detected)"
"20","Kansas","1999","91%","","514",,"Concentration: (0-<=10)"
"20","Kansas","1999","7%","","39",,"Concentration: (>10)"
"20","Kansas","1999","2%","","12",,"Concentration: (not-detected)"
"20","Kansas","2000","88%","","500",,"Concentration: (0-<=10)"
"20","Kansas","2000","6%","","35",,"Concentration: (>10)"
"20","Kansas","2000","6%","","34",,"Concentration: (not-detected)"
"20","Kansas","2001","92%","","501",,"Concentration: (0-<=10)"
"20","Kansas","2001","5%","","29",,"Concentration: (>10)"
"20","Kansas","2001","2%","","13",,"Concentration: (not-detected)"
"20","Kansas","2002","80%","","459",,"Concentration: (0-<=10)"
"20","Kansas","2002","6%","","33",,"Concentration: (>10)"
"20","Kansas","2002","14%","","79",,"Concentration: (not-detected)"
"20","Kansas","2003","77%","","438",,"Concentration: (0-<=10)"
"20","Kansas","2003","6%","","34",,"Concentration: (>10)"
"20","Kansas","2003","17%","","95",,"Concentration: (not-detected)"
"20","Kansas","2004","81%","","455",,"Concentration: (0-<=10)"
"20","Kansas","2004","5%","","30",,"Concentration: (>10)"
"20","Kansas","2004","14%","","78",,"Concentration: (not-detected)"
"20","Kansas","2005","83%","","467",,"Concentration: (0-<=10)"
"20","Kansas","2005","3%","","17",,"Concentration: (>10)"
"20","Kansas","2005","14%","","82",,"Concentration: (not-detected)"
"20","Kansas","2006","79%","","443",,"Concentration: (0-<=10)"
"20","Kansas","2006","3%","","16",,"Concentration: (>10)"
"20","Kansas","2006","18%","","104",,"Concentration: (not-detected)"
"20","Kansas","2007","81%","","460",,"Concentration: (0-<=10)"
"20","Kansas","2007","4%","","21",,"Concentration: (>10)"
"20","Kansas","2007","15%","","85",,"Concentration: (not-detected)"
"20","Kansas","2008","84%","","471",,"Concentration: (0-<=10)"
"20","Kansas","2008","3%","","17",,"Concentration: (>10)"
"20","Kansas","2008","13%","","75",,"Concentration: (not-detected)"
"20","Kansas","2009","88%","","493",,"Concentration: (0-<=10)"
"20","Kansas","2009","4%","","20",,"Concentration: (>10)"
"20","Kansas","2009","9%","","48",,"Concentration: (not-detected)"
"20","Kansas","2010","86%","","474",,"Concentration: (0-<=10)"
"20","Kansas","2010","4%","","22",,"Concentration: (>10)"
"20","Kansas","2010","10%","","54",,"Concentration: (not-detected)"
"20","Kansas","2011","88%","","486",,"Concentration: (0-<=10)"
"20","Kansas","2011","4%","","22",,"Concentration: (>10)"
"20","Kansas","2011","8%","","42",,"Concentration: (not-detected)"
"20","Kansas","2012","89%","","492",,"Concentration: (0-<=10)"
"20","Kansas","2012","4%","","21",,"Concentration: (>10)"
"20","Kansas","2012","7%","","38",,"Concentration: (not-detected)"
"20","Kansas","2013","89%","","487",,"Concentration: (0-<=10)"
"20","Kansas","2013","3%","","16",,"Concentration: (>10)"
"20","Kansas","2013","8%","","46",,"Concentration: (not-detected)"
"20","Kansas","2014","90%","","483",,"Concentration: (0-<=10)"
"20","Kansas","2014","3%","","17",,"Concentration: (>10)"
"20","Kansas","2014","7%","","37",,"Concentration: (not-detected)"
"20","Kansas","2015","89%","","490",,"Concentration: (0-<=10)"
"20","Kansas","2015","2%","","13",,"Concentration: (>10)"
"20","Kansas","2015","9%","","47",,"Concentration: (not-detected)"
"20","Kansas","2016","88%","","482",,"Concentration: (0-<=10)"
"20","Kansas","2016","3%","","14",,"Concentration: (>10)"
"20","Kansas","2016","9%","","51",,"Concentration: (not-detected)"
"20","Kansas","2017","92%","","499",,"Concentration: (0-<=10)"
"20","Kansas","2017","3%","","14",,"Concentration: (>10)"
"20","Kansas","2017","5%","","27",,"Concentration: (not-detected)"
"20","Kansas","2018","94%","","505",,"Concentration: (0-<=10)"
"20","Kansas","2018","2%","","12",,"Concentration: (>10)"
"20","Kansas","2018","4%","","19",,"Concentration: (not-detected)"
"20","Kansas","2019","93%","","494",,"Concentration: (0-<=10)"
"20","Kansas","2019","2%","","13",,"Concentration: (>10)"
"20","Kansas","2019","5%","","27",,"Concentration: (not-detected)"
"20","Kansas","2020","76%","","404",,"Concentration: (0-<=10)"
"20","Kansas","2020","3%","","17",,"Concentration: (>10)"
"20","Kansas","2020","21%","","113",,"Concentration: (not-detected)"
"20","Kansas","2021","74%","","394",,"Concentration: (0-<=10)"
"20","Kansas","2021","5%","","24",,"Concentration: (>10)"
"20","Kansas","2021","21%","","112",,"Concentration: (not-detected)"
"20","Kansas","2022","72%","","380",,"Concentration: (0-<=10)"
"20","Kansas","2022","3%","","17",,"Concentration: (>10)"
"20","Kansas","2022","25%","","132",,"Concentration: (not-detected)"
"20","Kansas","2023","68%","","361",,"Concentration: (0-<=10)"
"20","Kansas","2023","5%","","26",,"Concentration: (>10)"
"20","Kansas","2023","27%","","142",,"Concentration: (not-detected)"
"21","Kentucky","1999","82%","","213",,"Concentration: (0-<=10)"
"21","Kentucky","1999","3%","","8",,"Concentration: (>10)"
"21","Kentucky","1999","15%","","39",,"Concentration: (not-detected)"
"21","Kentucky","2000","82%","","207",,"Concentration: (0-<=10)"
"21","Kentucky","2000","0%","","1",,"Concentration: (>10)"
"21","Kentucky","2000","18%","","46",,"Concentration: (not-detected)"
"21","Kentucky","2001","78%","","194",,"Concentration: (0-<=10)"
"21","Kentucky","2001","0%","","0",,"Concentration: (>10)"
"21","Kentucky","2001","22%","","54",,"Concentration: (not-detected)"
"21","Kentucky","2002","83%","","214",,"Concentration: (0-<=10)"
"21","Kentucky","2002","0%","","0",,"Concentration: (>10)"
"21","Kentucky","2002","17%","","44",,"Concentration: (not-detected)"
"21","Kentucky","2003","86%","","222",,"Concentration: (0-<=10)"
"21","Kentucky","2003","0%","","0",,"Concentration: (>10)"
"21","Kentucky","2003","14%","","37",,"Concentration: (not-detected)"
"21","Kentucky","2004","94%","","176",,"Concentration: (0-<=10)"
"21","Kentucky","2004","0%","","0",,"Concentration: (>10)"
"21","Kentucky","2004","6%","","12",,"Concentration: (not-detected)"
"21","Kentucky","2005","86%","","214",,"Concentration: (0-<=10)"
"21","Kentucky","2005","0%","","0",,"Concentration: (>10)"
"21","Kentucky","2005","14%","","34",,"Concentration: (not-detected)"
"21","Kentucky","2006","81%","","202",,"Concentration: (0-<=10)"
"21","Kentucky","2006","0%","","0",,"Concentration: (>10)"
"21","Kentucky","2006","19%","","46",,"Concentration: (not-detected)"
"21","Kentucky","2007","79%","","195",,"Concentration: (0-<=10)"
"21","Kentucky","2007","0%","","0",,"Concentration: (>10)"
"21","Kentucky","2007","21%","","53",,"Concentration: (not-detected)"
"21","Kentucky","2008","84%","","210",,"Concentration: (0-<=10)"
"21","Kentucky","2008","0%","","0",,"Concentration: (>10)"
"21","Kentucky","2008","16%","","41",,"Concentration: (not-detected)"
"21","Kentucky","2009","83%","","208",,"Concentration: (0-<=10)"
"21","Kentucky","2009","0%","","0",,"Concentration: (>10)"
"21","Kentucky","2009","17%","","42",,"Concentration: (not-detected)"
"21","Kentucky","2010","83%","","208",,"Concentration: (0-<=10)"
"21","Kentucky","2010","0%","","0",,"Concentration: (>10)"
"21","Kentucky","2010","17%","","43",,"Concentration: (not-detected)"
"21","Kentucky","2011","83%","","207",,"Concentration: (0-<=10)"
"21","Kentucky","2011","0%","","0",,"Concentration: (>10)"
"21","Kentucky","2011","17%","","42",,"Concentration: (not-detected)"
"21","Kentucky","2012","83%","","203",,"Concentration: (0-<=10)"
"21","Kentucky","2012","0%","","0",,"Concentration: (>10)"
"21","Kentucky","2012","17%","","43",,"Concentration: (not-detected)"
"21","Kentucky","2013","89%","","220",,"Concentration: (0-<=10)"
"21","Kentucky","2013","0%","","0",,"Concentration: (>10)"
"21","Kentucky","2013","11%","","27",,"Concentration: (not-detected)"
"21","Kentucky","2014","85%","","206",,"Concentration: (0-<=10)"
"21","Kentucky","2014","0%","","0",,"Concentration: (>10)"
"21","Kentucky","2014","15%","","36",,"Concentration: (not-detected)"
"21","Kentucky","2015","83%","","205",,"Concentration: (0-<=10)"
"21","Kentucky","2015","0%","","0",,"Concentration: (>10)"
"21","Kentucky","2015","17%","","41",,"Concentration: (not-detected)"
"21","Kentucky","2016","88%","","210",,"Concentration: (0-<=10)"
"21","Kentucky","2016","0%","","0",,"Concentration: (>10)"
"21","Kentucky","2016","13%","","30",,"Concentration: (not-detected)"
"21","Kentucky","2017","85%","","207",,"Concentration: (0-<=10)"
"21","Kentucky","2017","0%","","0",,"Concentration: (>10)"
"21","Kentucky","2017","15%","","37",,"Concentration: (not-detected)"
"21","Kentucky","2018","87%","","208",,"Concentration: (0-<=10)"
"21","Kentucky","2018","0%","","0",,"Concentration: (>10)"
"21","Kentucky","2018","13%","","31",,"Concentration: (not-detected)"
"21","Kentucky","2019","82%","","198",,"Concentration: (0-<=10)"
"21","Kentucky","2019","0%","","0",,"Concentration: (>10)"
"21","Kentucky","2019","18%","","43",,"Concentration: (not-detected)"
"21","Kentucky","2020","79%","","183",,"Concentration: (0-<=10)"
"21","Kentucky","2020","0%","","0",,"Concentration: (>10)"
"21","Kentucky","2020","21%","","50",,"Concentration: (not-detected)"
"21","Kentucky","2021","64%","","156",,"Concentration: (0-<=10)"
"21","Kentucky","2021","0%","","0",,"Concentration: (>10)"
"21","Kentucky","2021","36%","","89",,"Concentration: (not-detected)"
"21","Kentucky","2022","68%","","161",,"Concentration: (0-<=10)"
"21","Kentucky","2022","0%","","0",,"Concentration: (>10)"
"21","Kentucky","2022","32%","","76",,"Concentration: (not-detected)"
"21","Kentucky","2023","65%","","159",,"Concentration: (0-<=10)"
"21","Kentucky","2023","0%","","1",,"Concentration: (>10)"
"21","Kentucky","2023","34%","","84",,"Concentration: (not-detected)"
"22","Louisiana","2012","0%","","0",,"Concentration: (0-<=10)"
"22","Louisiana","2012","0%","","0",,"Concentration: (>10)"
"22","Louisiana","2012","100%","","1",,"Concentration: (not-detected)"
"22","Louisiana","2013","0%","","0",,"Concentration: (0-<=10)"
"22","Louisiana","2013","0%","","0",,"Concentration: (>10)"
"22","Louisiana","2013","100%","","1",,"Concentration: (not-detected)"
"22","Louisiana","2015","75%","","3",,"Concentration: (0-<=10)"
"22","Louisiana","2015","0%","","0",,"Concentration: (>10)"
"22","Louisiana","2015","25%","","1",,"Concentration: (not-detected)"
"22","Louisiana","2016","100%","","3",,"Concentration: (0-<=10)"
"22","Louisiana","2016","0%","","0",,"Concentration: (>10)"
"22","Louisiana","2016","0%","","0",,"Concentration: (not-detected)"
"22","Louisiana","2017","100%","","2",,"Concentration: (0-<=10)"
"22","Louisiana","2017","0%","","0",,"Concentration: (>10)"
"22","Louisiana","2017","0%","","0",,"Concentration: (not-detected)"
"22","Louisiana","2018","91%","","10",,"Concentration: (0-<=10)"
"22","Louisiana","2018","0%","","0",,"Concentration: (>10)"
"22","Louisiana","2018","9%","","1",,"Concentration: (not-detected)"
"22","Louisiana","2019","95%","","18",,"Concentration: (0-<=10)"
"22","Louisiana","2019","0%","","0",,"Concentration: (>10)"
"22","Louisiana","2019","5%","","1",,"Concentration: (not-detected)"
"22","Louisiana","2020","100%","","4",,"Concentration: (0-<=10)"
"22","Louisiana","2020","0%","","0",,"Concentration: (>10)"
"22","Louisiana","2020","0%","","0",,"Concentration: (not-detected)"
"22","Louisiana","2021","82%","","9",,"Concentration: (0-<=10)"
"22","Louisiana","2021","0%","","0",,"Concentration: (>10)"
"22","Louisiana","2021","18%","","2",,"Concentration: (not-detected)"
"22","Louisiana","2022","29%","","247",,"Concentration: (0-<=10)"
"22","Louisiana","2022","0%","","0",,"Concentration: (>10)"
"22","Louisiana","2022","71%","","592",,"Concentration: (not-detected)"
"23","Maine","1999","56%","","193",,"Concentration: (0-<=10)"
"23","Maine","1999","0%","","0",,"Concentration: (>10)"
"23","Maine","1999","44%","","152",,"Concentration: (not-detected)"
"23","Maine","2000","52%","","169",,"Concentration: (0-<=10)"
"23","Maine","2000","0%","","1",,"Concentration: (>10)"
"23","Maine","2000","48%","","154",,"Concentration: (not-detected)"
"23","Maine","2001","55%","","192",,"Concentration: (0-<=10)"
"23","Maine","2001","0%","","0",,"Concentration: (>10)"
"23","Maine","2001","45%","","160",,"Concentration: (not-detected)"
"23","Maine","2002","55%","","195",,"Concentration: (0-<=10)"
"23","Maine","2002","0%","","0",,"Concentration: (>10)"
"23","Maine","2002","45%","","160",,"Concentration: (not-detected)"
"23","Maine","2003","52%","","184",,"Concentration: (0-<=10)"
"23","Maine","2003","0%","","0",,"Concentration: (>10)"
"23","Maine","2003","48%","","168",,"Concentration: (not-detected)"
"23","Maine","2004","51%","","183",,"Concentration: (0-<=10)"
"23","Maine","2004","0%","","1",,"Concentration: (>10)"
"23","Maine","2004","48%","","173",,"Concentration: (not-detected)"
"23","Maine","2005","56%","","205",,"Concentration: (0-<=10)"
"23","Maine","2005","1%","","2",,"Concentration: (>10)"
"23","Maine","2005","43%","","156",,"Concentration: (not-detected)"
"23","Maine","2006","58%","","211",,"Concentration: (0-<=10)"
"23","Maine","2006","0%","","0",,"Concentration: (>10)"
"23","Maine","2006","42%","","150",,"Concentration: (not-detected)"
"23","Maine","2007","41%","","152",,"Concentration: (0-<=10)"
"23","Maine","2007","0%","","0",,"Concentration: (>10)"
"23","Maine","2007","59%","","220",,"Concentration: (not-detected)"
"23","Maine","2008","80%","","299",,"Concentration: (0-<=10)"
"23","Maine","2008","0%","","0",,"Concentration: (>10)"
"23","Maine","2008","20%","","73",,"Concentration: (not-detected)"
"23","Maine","2009","66%","","247",,"Concentration: (0-<=10)"
"23","Maine","2009","0%","","0",,"Concentration: (>10)"
"23","Maine","2009","34%","","125",,"Concentration: (not-detected)"
"23","Maine","2010","60%","","223",,"Concentration: (0-<=10)"
"23","Maine","2010","1%","","2",,"Concentration: (>10)"
"23","Maine","2010","39%","","145",,"Concentration: (not-detected)"
"23","Maine","2011","64%","","237",,"Concentration: (0-<=10)"
"23","Maine","2011","0%","","0",,"Concentration: (>10)"
"23","Maine","2011","36%","","134",,"Concentration: (not-detected)"
"23","Maine","2012","65%","","238",,"Concentration: (0-<=10)"
"23","Maine","2012","0%","","0",,"Concentration: (>10)"
"23","Maine","2012","35%","","130",,"Concentration: (not-detected)"
"23","Maine","2013","63%","","237",,"Concentration: (0-<=10)"
"23","Maine","2013","0%","","0",,"Concentration: (>10)"
"23","Maine","2013","37%","","137",,"Concentration: (not-detected)"
"23","Maine","2014","58%","","214",,"Concentration: (0-<=10)"
"23","Maine","2014","0%","","0",,"Concentration: (>10)"
"23","Maine","2014","42%","","152",,"Concentration: (not-detected)"
"23","Maine","2015","53%","","197",,"Concentration: (0-<=10)"
"23","Maine","2015","0%","","1",,"Concentration: (>10)"
"23","Maine","2015","47%","","175",,"Concentration: (not-detected)"
"23","Maine","2016","52%","","195",,"Concentration: (0-<=10)"
"23","Maine","2016","0%","","1",,"Concentration: (>10)"
"23","Maine","2016","47%","","176",,"Concentration: (not-detected)"
"23","Maine","2017","55%","","203",,"Concentration: (0-<=10)"
"23","Maine","2017","0%","","1",,"Concentration: (>10)"
"23","Maine","2017","45%","","166",,"Concentration: (not-detected)"
"23","Maine","2018","54%","","197",,"Concentration: (0-<=10)"
"23","Maine","2018","0%","","1",,"Concentration: (>10)"
"23","Maine","2018","46%","","169",,"Concentration: (not-detected)"
"23","Maine","2019","53%","","200",,"Concentration: (0-<=10)"
"23","Maine","2019","0%","","0",,"Concentration: (>10)"
"23","Maine","2019","47%","","176",,"Concentration: (not-detected)"
"23","Maine","2020","52%","","196",,"Concentration: (0-<=10)"
"23","Maine","2020","0%","","0",,"Concentration: (>10)"
"23","Maine","2020","48%","","182",,"Concentration: (not-detected)"
"23","Maine","2021","53%","","201",,"Concentration: (0-<=10)"
"23","Maine","2021","0%","","0",,"Concentration: (>10)"
"23","Maine","2021","47%","","176",,"Concentration: (not-detected)"
"23","Maine","2022","50%","","192",,"Concentration: (0-<=10)"
"23","Maine","2022","0%","","0",,"Concentration: (>10)"
"23","Maine","2022","50%","","190",,"Concentration: (not-detected)"
"23","Maine","2023","52%","","199",,"Concentration: (0-<=10)"
"23","Maine","2023","0%","","0",,"Concentration: (>10)"
"23","Maine","2023","48%","","181",,"Concentration: (not-detected)"
"24","Maryland","1999","48%","","194",,"Concentration: (0-<=10)"
"24","Maryland","1999","1%","","4",,"Concentration: (>10)"
"24","Maryland","1999","51%","","207",,"Concentration: (not-detected)"
"24","Maryland","2000","52%","","215",,"Concentration: (0-<=10)"
"24","Maryland","2000","0%","","2",,"Concentration: (>10)"
"24","Maryland","2000","48%","","197",,"Concentration: (not-detected)"
"24","Maryland","2001","44%","","179",,"Concentration: (0-<=10)"
"24","Maryland","2001","0%","","1",,"Concentration: (>10)"
"24","Maryland","2001","56%","","226",,"Concentration: (not-detected)"
"24","Maryland","2002","48%","","192",,"Concentration: (0-<=10)"
"24","Maryland","2002","1%","","2",,"Concentration: (>10)"
"24","Maryland","2002","52%","","207",,"Concentration: (not-detected)"
"24","Maryland","2003","49%","","196",,"Concentration: (0-<=10)"
"24","Maryland","2003","1%","","3",,"Concentration: (>10)"
"24","Maryland","2003","51%","","205",,"Concentration: (not-detected)"
"24","Maryland","2004","46%","","192",,"Concentration: (0-<=10)"
"24","Maryland","2004","0%","","2",,"Concentration: (>10)"
"24","Maryland","2004","53%","","220",,"Concentration: (not-detected)"
"24","Maryland","2005","44%","","181",,"Concentration: (0-<=10)"
"24","Maryland","2005","1%","","6",,"Concentration: (>10)"
"24","Maryland","2005","55%","","226",,"Concentration: (not-detected)"
"24","Maryland","2006","40%","","169",,"Concentration: (0-<=10)"
"24","Maryland","2006","1%","","3",,"Concentration: (>10)"
"24","Maryland","2006","59%","","251",,"Concentration: (not-detected)"
"24","Maryland","2007","44%","","186",,"Concentration: (0-<=10)"
"24","Maryland","2007","0%","","0",,"Concentration: (>10)"
"24","Maryland","2007","56%","","240",,"Concentration: (not-detected)"
"24","Maryland","2008","40%","","172",,"Concentration: (0-<=10)"
"24","Maryland","2008","1%","","3",,"Concentration: (>10)"
"24","Maryland","2008","59%","","250",,"Concentration: (not-detected)"
"24","Maryland","2009","98%","","415",,"Concentration: (0-<=10)"
"24","Maryland","2009","1%","","3",,"Concentration: (>10)"
"24","Maryland","2009","1%","","4",,"Concentration: (not-detected)"
"24","Maryland","2010","43%","","190",,"Concentration: (0-<=10)"
"24","Maryland","2010","1%","","4",,"Concentration: (>10)"
"24","Maryland","2010","56%","","244",,"Concentration: (not-detected)"
"24","Maryland","2011","44%","","196",,"Concentration: (0-<=10)"
"24","Maryland","2011","1%","","4",,"Concentration: (>10)"
"24","Maryland","2011","55%","","241",,"Concentration: (not-detected)"
"24","Maryland","2012","51%","","227",,"Concentration: (0-<=10)"
"24","Maryland","2012","0%","","2",,"Concentration: (>10)"
"24","Maryland","2012","49%","","217",,"Concentration: (not-detected)"
"24","Maryland","2013","42%","","182",,"Concentration: (0-<=10)"
"24","Maryland","2013","0%","","2",,"Concentration: (>10)"
"24","Maryland","2013","58%","","254",,"Concentration: (not-detected)"
"24","Maryland","2014","44%","","196",,"Concentration: (0-<=10)"
"24","Maryland","2014","1%","","3",,"Concentration: (>10)"
"24","Maryland","2014","55%","","248",,"Concentration: (not-detected)"
"24","Maryland","2015","46%","","162",,"Concentration: (0-<=10)"
"24","Maryland","2015","1%","","4",,"Concentration: (>10)"
"24","Maryland","2015","53%","","184",,"Concentration: (not-detected)"
"24","Maryland","2016","45%","","166",,"Concentration: (0-<=10)"
"24","Maryland","2016","1%","","3",,"Concentration: (>10)"
"24","Maryland","2016","54%","","196",,"Concentration: (not-detected)"
"24","Maryland","2017","40%","","151",,"Concentration: (0-<=10)"
"24","Maryland","2017","1%","","4",,"Concentration: (>10)"
"24","Maryland","2017","59%","","224",,"Concentration: (not-detected)"
"24","Maryland","2018","37%","","137",,"Concentration: (0-<=10)"
"24","Maryland","2018","1%","","4",,"Concentration: (>10)"
"24","Maryland","2018","62%","","233",,"Concentration: (not-detected)"
"24","Maryland","2019","38%","","136",,"Concentration: (0-<=10)"
"24","Maryland","2019","1%","","2",,"Concentration: (>10)"
"24","Maryland","2019","62%","","221",,"Concentration: (not-detected)"
"24","Maryland","2020","38%","","136",,"Concentration: (0-<=10)"
"24","Maryland","2020","0%","","0",,"Concentration: (>10)"
"24","Maryland","2020","62%","","221",,"Concentration: (not-detected)"
"24","Maryland","2021","37%","","134",,"Concentration: (0-<=10)"
"24","Maryland","2021","0%","","1",,"Concentration: (>10)"
"24","Maryland","2021","62%","","224",,"Concentration: (not-detected)"
"24","Maryland","2022","37%","","129",,"Concentration: (0-<=10)"
"24","Maryland","2022","0%","","1",,"Concentration: (>10)"
"24","Maryland","2022","63%","","218",,"Concentration: (not-detected)"
"25","Massachusetts","1999","83%","","306",,"Concentration: (0-<=10)"
"25","Massachusetts","1999","0%","","0",,"Concentration: (>10)"
"25","Massachusetts","1999","17%","","63",,"Concentration: (not-detected)"
"25","Massachusetts","2000","81%","","292",,"Concentration: (0-<=10)"
"25","Massachusetts","2000","0%","","0",,"Concentration: (>10)"
"25","Massachusetts","2000","19%","","67",,"Concentration: (not-detected)"
"25","Massachusetts","2001","93%","","345",,"Concentration: (0-<=10)"
"25","Massachusetts","2001","0%","","0",,"Concentration: (>10)"
"25","Massachusetts","2001","7%","","26",,"Concentration: (not-detected)"
"25","Massachusetts","2002","90%","","358",,"Concentration: (0-<=10)"
"25","Massachusetts","2002","0%","","0",,"Concentration: (>10)"
"25","Massachusetts","2002","10%","","39",,"Concentration: (not-detected)"
"25","Massachusetts","2003","91%","","368",,"Concentration: (0-<=10)"
"25","Massachusetts","2003","0%","","0",,"Concentration: (>10)"
"25","Massachusetts","2003","9%","","38",,"Concentration: (not-detected)"
"25","Massachusetts","2004","89%","","354",,"Concentration: (0-<=10)"
"25","Massachusetts","2004","0%","","1",,"Concentration: (>10)"
"25","Massachusetts","2004","11%","","44",,"Concentration: (not-detected)"
"25","Massachusetts","2005","91%","","373",,"Concentration: (0-<=10)"
"25","Massachusetts","2005","0%","","1",,"Concentration: (>10)"
"25","Massachusetts","2005","9%","","38",,"Concentration: (not-detected)"
"25","Massachusetts","2006","86%","","360",,"Concentration: (0-<=10)"
"25","Massachusetts","2006","0%","","0",,"Concentration: (>10)"
"25","Massachusetts","2006","14%","","60",,"Concentration: (not-detected)"
"25","Massachusetts","2007","86%","","338",,"Concentration: (0-<=10)"
"25","Massachusetts","2007","0%","","1",,"Concentration: (>10)"
"25","Massachusetts","2007","14%","","56",,"Concentration: (not-detected)"
"25","Massachusetts","2008","84%","","352",,"Concentration: (0-<=10)"
"25","Massachusetts","2008","0%","","0",,"Concentration: (>10)"
"25","Massachusetts","2008","16%","","66",,"Concentration: (not-detected)"
"25","Massachusetts","2009","85%","","341",,"Concentration: (0-<=10)"
"25","Massachusetts","2009","0%","","0",,"Concentration: (>10)"
"25","Massachusetts","2009","15%","","62",,"Concentration: (not-detected)"
"25","Massachusetts","2010","86%","","361",,"Concentration: (0-<=10)"
"25","Massachusetts","2010","0%","","1",,"Concentration: (>10)"
"25","Massachusetts","2010","14%","","60",,"Concentration: (not-detected)"
"25","Massachusetts","2011","86%","","333",,"Concentration: (0-<=10)"
"25","Massachusetts","2011","0%","","0",,"Concentration: (>10)"
"25","Massachusetts","2011","14%","","53",,"Concentration: (not-detected)"
"25","Massachusetts","2012","83%","","269",,"Concentration: (0-<=10)"
"25","Massachusetts","2012","0%","","0",,"Concentration: (>10)"
"25","Massachusetts","2012","17%","","57",,"Concentration: (not-detected)"
"25","Massachusetts","2013","86%","","292",,"Concentration: (0-<=10)"
"25","Massachusetts","2013","0%","","1",,"Concentration: (>10)"
"25","Massachusetts","2013","14%","","46",,"Concentration: (not-detected)"
"25","Massachusetts","2014","87%","","383",,"Concentration: (0-<=10)"
"25","Massachusetts","2014","0%","","1",,"Concentration: (>10)"
"25","Massachusetts","2014","13%","","55",,"Concentration: (not-detected)"
"25","Massachusetts","2015","88%","","382",,"Concentration: (0-<=10)"
"25","Massachusetts","2015","0%","","1",,"Concentration: (>10)"
"25","Massachusetts","2015","12%","","53",,"Concentration: (not-detected)"
"25","Massachusetts","2016","86%","","385",,"Concentration: (0-<=10)"
"25","Massachusetts","2016","0%","","1",,"Concentration: (>10)"
"25","Massachusetts","2016","14%","","64",,"Concentration: (not-detected)"
"25","Massachusetts","2017","88%","","402",,"Concentration: (0-<=10)"
"25","Massachusetts","2017","0%","","1",,"Concentration: (>10)"
"25","Massachusetts","2017","11%","","52",,"Concentration: (not-detected)"
"25","Massachusetts","2018","86%","","390",,"Concentration: (0-<=10)"
"25","Massachusetts","2018","0%","","0",,"Concentration: (>10)"
"25","Massachusetts","2018","14%","","64",,"Concentration: (not-detected)"
"25","Massachusetts","2019","89%","","384",,"Concentration: (0-<=10)"
"25","Massachusetts","2019","0%","","0",,"Concentration: (>10)"
"25","Massachusetts","2019","11%","","49",,"Concentration: (not-detected)"
"25","Massachusetts","2020","88%","","352",,"Concentration: (0-<=10)"
